Gene	log2FC
TM4SF19	0
UBXN7	0
RNF168	0
WDR53	0
FBXO45	0
NRROS	0
PIGX	0
CEP19	0
SENP5	0
NCBP2	0
PIGZ	0
DLG1	0
BDH1	0
FYTTD1	0
LRCH3	0
IQCG	0
LMLN	0
ZNF595	0
ZNF718	0
ZNF141	0
ZNF721	0
PIGG	0
PDE6B	0
MYL5	0
PCGF3	0
CPLX1	0
GAK	0
TMEM175	0
DGKQ	0
SLC26A1	0
IDUA	0
FGFRL1	0
RNF212	0
SPON2	0
CTBP1	0
MAEA	0
UVSSA	0
FAM53A	0
SLBP	0
TMEM129	0
TACC3	0
FGFR3	0
LETM1	0
NELFA	0
NAT8L	0
POLN	0
HAUS3	0
MXD4	0
ZFYVE28	0
RNF4	0
FAM193A	0
TNIP2	0
SH3BP2	0
ADD1	0
MFSD10	0
NOP14	0
GRK4	0
HTT	0
MSANTD1	0
RGS12	0
DOK7	0
TMEM128	0
ZBTB49	0
STX18	0
MSX1	0
CYTL1	0
STK32B	0
EVC2	0
EVC	0
CRMP1	0
C4orf50	0
JAKMIP1	0
WFS1	0
PPP2R2C	0
MAN2B2	0
S100P	0
MRFAP1L1	0
BLOC1S4	0
KIAA0232	0
TBC1D14	0
CCDC96	0
TADA2B	0
GRPEL1	0
AFAP1	0
ABLIM2	0
SH3TC1	0
HTRA3	0
ACOX3	0
TRMT44	0
SLC2A9	0
ZNF518B	0
CLNK	0
HS3ST1	0
RAB28	0
BOD1L1	0
CPEB2	0
C1QTNF7	0
CC2D2A	0
FBXL5	0
FAM200B	0
BST1	0
CD38	0
FGFBP2	0
PROM1	0
TAPT1	0
LDB2	0
QDPR	0
LAP3	0
MED28	0
FAM184B	0
DCAF16	0
NCAPG	0
LCORL	0
SLIT2	0
PACRGL	0
GBA3	0
PPARGC1A	0
DHX15	0
SOD3	0
CCDC149	0
SEPSECS	0
ZCCHC4	0
ANAPC4	0
SEL1L3	0
SMIM20	0
TBC1D19	0
STIM2	0
ARAP2	0
DTHD1	0
C4orf19	0
RELL1	0
PGM2	0
TBC1D1	0
PTTG2	0
KLF3	0
TLR10	0
TLR1	0
TLR6	0
FAM114A1	0
TMEM156	0
KLHL5	0
WDR19	0
RFC1	0
KLB	0
LIAS	0
UGDH	0
SMIM14	0
UBE2K	0
PDS5A	0
N4BP2	0
RBM47	0
NSUN7	0
APBB2	0
UCHL1	0
LIMCH1	0
TMEM33	0
DCAF4L1	0
SLC30A9	0
BEND4	0
SHISA3	0
ATP8A1	0
GUF1	0
GNPDA2	0
COMMD8	0
ATP10D	0
CORIN	0
NFXL1	0
NIPAL1	0
CNGA1	0
TXK	0
TEC	0
SLAIN2	0
SLC10A4	0
FRYL	0
DCUN1D4	0
SGCB	0
SPATA18	0
USP46	0
RASL11B	0
SCFD2	0
FIP1L1	0
LNX1	0
CHIC2	0
PDGFRA	0
KIT	0
KDR	0
SRD5A3	0
TMEM165	0
CLOCK	0
NMU	0
EXOC1	0
CEP135	0
AASDH	0
PPAT	0
PAICS	0
ARL9	0
SPINK2	0
REST	0
NOA1	0
POLR2B	0
IGFBP7	0
CENPC	0
STAP1	0
UBA6	0
TMPRSS11E	0
UGT2B17	0
UGT2B15	0
UGT2B10	0
UGT2A3	0
UGT2B7	0
UGT2B11	0
UGT2B4	0
SULT1B1	0
CSN1S1	0
ENAM	0
UTP3	0
RUFY3	0
GRSF1	0
MOB1B	0
DCK	0
SLC4A4	0
GC	0
ADAMTS3	0
COX18	0
ANKRD17	0
ALB	0
AFP	0
AFM	0
RASSF6	0
CXCL8	0
CXCL6	0
CXCL1	0
CXCL5	0
CXCL3	0
CXCL2	0
MTHFD2L	0
EPGN	0
EREG	0
BTC	0
PARM1	0
RCHY1	0
THAP6	0
CDKL2	0
USO1	0
PPEF2	0
NAAA	0
SDAD1	0
CXCL9	0
CXCL10	0
CXCL11	0
NUP54	0
SCARB2	0
FAM47E	0
SHROOM3	0
CCNG2	0
CXCL13	0
MRPL1	0
FRAS1	0
ANXA3	0
BMP2K	0
PAQR3	0
ANTXR2	0
PRDM8	0
PRKG2	0
RASGEF1B	0
ENOPH1	0
TMEM150C	0
SCD5	0
SEC31A	0
THAP9	0
LIN54	0
COPS4	0
COQ2	0
HPSE	0
HELQ	0
MRPS18C	0
CDS1	0
WDFY3	0
ARHGAP24	0
MAPK10	0
PTPN13	0
C4orf36	0
AFF1	0
KLHL8	0
HSD17B13	0
NUDT9	0
SPARCL1	0
MEPE	0
SPP1	0
PKD2	0
ABCG2	0
HERC6	0
HERC5	0
HERC3	0
NAP1L5	0
FAM13A	0
TIGD2	0
GPRIN3	0
SNCA	0
MMRN1	0
CCSER1	0
SMARCAD1	0
HPGDS	0
PDLIM5	0
BMPR1B	0
UNC5C	0
STPG2	0
RAP1GDS1	0
TSPAN5	0
EIF4E	0
METAP1	0
ADH5	0
ADH4	0
ADH6	0
ADH1A	0
ADH1B	0
ADH1C	0
TRMT10A	0
MTTP	0
DAPP1	0
LAMTOR3	0
DNAJB14	0
DDIT4L	0
EMCN	0
PPP3CA	0
BANK1	0
SLC39A8	0
NFKB1	0
MANBA	0
CISD2	0
SLC9B1	0
SLC9B2	0
BDH2	0
CENPE	0
CXXC4	0
TET2	0
PPA2	0
INTS12	0
GSTCD	0
NPNT	0
TBCK	0
AIMP1	0
DKK2	0
PAPSS1	0
SGMS2	0
CYP2U1	0
HADH	0
LEF1	0
ETNPPL	0
SEC24B	0
CASP6	0
PLA2G12A	0
CFI	0
GAR1	0
ELOVL6	0
ENPEP	0
AP1AR	0
TIFA	0
ALPK1	0
ZGRF1	0
LARP7	0
ANK2	0
CAMK2D	0
ARSJ	0
UGT8	0
METTL14	0
SEC24D	0
SYNPO2	0
MYOZ2	0
USP53	0
PDE5A	0
MAD2L1	0
PRDM5	0
NDNF	0
TNIP3	0
TMEM155	0
EXOSC9	0
CCNA2	0
BBS7	0
TRPC3	0
KIAA1109	0
IL2	0
IL21	0
BBS12	0
FGF2	0
NUDT6	0
SPATA5	0
SPRY1	0
ANKRD50	0
FAT4	0
INTU	0
HSPA4L	0
PLK4	0
MFSD8	0
LARP1B	0
PGRMC2	0
JADE1	0
SCLT1	0
C4orf33	0
PCDH18	0
SLC7A11	0
ELF2	0
MGARP	0
NAA15	0
RAB33B	0
SETD7	0
MGST2	0
MAML3	0
SCOC	0
CLGN	0
ELMOD2	0
TBC1D9	0
RNF150	0
ZNF330	0
IL15	0
INPP4B	0
USP38	0
GAB1	0
GYPE	0
HHIP	0
ANAPC10	0
ABCE1	0
OTUD4	0
SMAD1	0
MMAA	0
ZNF827	0
SLC10A7	0
EDNRA	0
TMEM184C	0
PRMT9	0
ARHGAP10	0
NR3C2	0
DCLK2	0
LRBA	0
MAB21L2	0
SH3D19	0
GATB	0
FBXW7	0
TMEM154	0
TIGD4	0
ARFIP1	0
FHDC1	0
TRIM2	0
MND1	0
TLR2	0
RNF175	0
PLRG1	0
FGB	0
FGA	0
FGG	0
LRAT	0
MAP9	0
TDO2	0
CTSO	0
PDGFC	0
GLRB	0
TMEM144	0
C4orf46	0
ETFDH	0
PPID	0
FNIP2	0
RAPGEF2	0
NAF1	0
NPY1R	0
TMA16	0
ANP32C	0
TRIM61	0
TMEM192	0
KLHL2	0
MSMO1	0
CPE	0
SPOCK3	0
ANXA10	0
DDX60	0
DDX60L	0
PALLD	0
CBR4	0
SH3RF1	0
NEK1	0
CLCN3	0
MFAP3L	0
GALNTL6	0
GALNT7	0
SAP30	0
SCRG1	0
FBXO8	0
CEP44	0
HPGD	0
GLRA3	0
ADAM29	0
GPM6A	0
WDR17	0
VEGFC	0
NEIL3	0
AGA	0
TENM3	0
DCTD	0
WWC2	0
CDKN2AIP	0
ING2	0
RWDD4	0
TRAPPC11	0
STOX2	0
ENPP6	0
IRF2	0
CASP3	0
PRIMPOL	0
CENPU	0
ACSL1	0
SLC25A4	0
CFAP97	0
SNX25	0
LRP2BP	0
ANKRD37	0
UFSP2	0
C4orf47	0
CCDC110	0
PDLIM3	0
SORBS2	0
TLR3	0
FAM149A	0
CYP4V2	0
KLKB1	0
FAT1	0
FRG1	0
PLEKHG4B	0
CCDC127	0
SDHA	0
AHRR	0
EXOC3	0
CEP72	0
TPPP	0
ZDHHC11	0
BRD9	0
TRIP13	0
NKD2	0
SLC12A7	0
TERT	0
CLPTM1L	0
LPCAT1	0
MRPL36	0
ICE1	0
UBE2QL1	0
NSUN2	0
SRD5A1	0
ADCY2	0
MTRR	0
FASTKD3	0
SEMA5A	0
CCT5	0
CMBL	0
ROPN1L	0
ANKRD33B	0
DAP	0
CTNND2	0
TRIO	0
OTULIN	0
ANKH	0
FBXL7	0
ZNF622	0
MYO10	0
BASP1	0
CDH6	0
DROSHA	0
C5orf22	0
PDZD2	0
GOLPH3	0
MTMR12	0
ZFR	0
NPR3	0
ADAMTS12	0
AMACR	0
C1QTNF3	0
RAI14	0
RAD1	0
BRIX1	0
DNAJC21	0
AGXT2	0
PRLR	0
SPEF2	0
CAPSL	0
UGT3A1	0
UGT3A2	0
LMBRD2	0
SKP2	0
NADK2	0
SLC1A3	0
NIPBL	0
NUP155	0
WDR70	0
EGFLAM	0
LIFR	0
OSMR	0
RICTOR	0
C9	0
DAB2	0
TTC33	0
PRKAA1	0
CARD6	0
C7	0
C6	0
OXCT1	0
C5orf51	0
FBXO4	0
GHR	0
CCDC152	0
ANXA2R	0
ZNF131	0
NIM1K	0
HMGCS1	0
CCL28	0
C5orf34	0
PAIP1	0
NNT	0
MRPS30	0
PARP8	0
ITGA1	0
PELO	0
ITGA2	0
MOCS2	0
FST	0
NDUFS4	0
ARL15	0
SNX18	0
ESM1	0
CDC20B	0
GPX8	0
CCNO	0
DHX29	0
SLC38A9	0
IL31RA	0
IL6ST	0
ANKRD55	0
MAP3K1	0
SETD9	0
MIER3	0
PLK2	0
GAPT	0
RAB3C	0
PDE4D	0
DEPDC1B	0
ELOVL7	0
ERCC8	0
NDUFAF2	0
SMIM15	0
ZSWIM6	0
KIF2A	0
DIMT1	0
IPO11	0
LRRC70	0
RNF180	0
RGS7BP	0
SREK1IP1	0
CWC27	0
ADAMTS6	0
CENPK	0
PPWD1	0
TRIM23	0
TRAPPC13	0
SGTB	0
NLN	0
SREK1	0
MAST4	0
CD180	0
SLC30A5	0
CCNB1	0
CENPH	0
MRPS36	0
CDK7	0
CCDC125	0
RAD17	0
MARVELD2	0
OCLN	0
GTF2H2C	0
SERF1B	0
SMN2	0
SERF1A	0
SMN1	0
NAIP	0
GTF2H2	0
MCCC2	0
MAP1B	0
MRPS27	0
PTCD2	0
ZNF366	0
TNPO1	0
FCHO2	0
TMEM171	0
FOXD1	0
ANKRA2	0
UTP15	0
ARHGEF28	0
ENC1	0
HEXB	0
GFM2	0
FAM169A	0
GCNT4	0
ANKRD31	0
HMGCR	0
POLK	0
ANKDD1B	0
POC5	0
SV2C	0
F2RL2	0
F2R	0
F2RL1	0
S100Z	0
CRHBP	0
AGGF1	0
ZBED3	0
PDE8B	0
WDR41	0
AP3B1	0
SCAMP1	0
LHFPL2	0
ARSB	0
DMGDH	0
BHMT2	0
BHMT	0
JMY	0
HOMER1	0
CMYA5	0
MTX3	0
THBS4	0
SERINC5	0
ZFYVE16	0
FAM151B	0
DHFR	0
MSH3	0
RASGRF2	0
CKMT2	0
ZCCHC9	0
ACOT12	0
SSBP2	0
ATG10	0
ATP6AP1L	0
XRCC4	0
VCAN	0
EDIL3	0
RASA1	0
TMEM161B	0
MEF2C	0
CETN3	0
MBLAC2	0
POLR3G	0
LYSMD3	0
ARRDC3	0
NR2F1	0
FAM172A	0
POU5F2	0
KIAA0825	0
MCTP1	0
TTC37	0
ARSK	0
GPR150	0
RFESD	0
SPATA9	0
RHOBTB3	0
ELL2	0
ERAP1	0
ERAP2	0
LNPEP	0
LIX1	0
RIOK2	0
RGMB	0
FAM174A	0
ST8SIA4	0
SLCO4C1	0
PAM	0
GIN1	0
PPIP5K2	0
C5orf30	0
NUDT12	0
EFNA5	0
FBXL17	0
FER	0
PJA2	0
MAN2A1	0
TMEM232	0
SLC25A46	0
TSLP	0
WDR36	0
CAMK4	0
STARD4	0
NREP	0
EPB41L4A	0
APC	0
SRP19	0
DCP2	0
MCC	0
YTHDC2	0
TRIM36	0
PGGT1B	0
CCDC112	0
FEM1C	0
TMED7-TICAM2	0
TICAM2	0
TMED7	0
CDO1	0
COMMD10	0
SEMA6A	0
DTWD2	0
DMXL1	0
HSD17B4	0
PRR16	0
SRFBP1	0
LOX	0
SNCAIP	0
SNX2	0
SNX24	0
PPIC	0
CEP120	0
CSNK1G3	0
ZNF608	0
ALDH7A1	0
PHAX	0
LMNB1	0
C5orf63	0
PRRC1	0
SLC12A2	0
FBN2	0
ISOC1	0
CHSY3	0
LYRM7	0
FNIP1	0
ACSL6	0
IL3	0
CSF2	0
P4HA2	0
PDLIM4	0
SLC22A4	0
SLC22A5	0
RAD50	0
IL13	0
IL4	0
KIF3A	0
CCNI2	0
SHROOM1	0
GDF9	0
LEAP2	0
AFF4	0
ZCCHC10	0
HSPA4	0
FSTL4	0
C5orf15	0
TCF7	0
CDKL3	0
CDKN2AIPNL	0
JADE2	0
SAR1B	0
SEC24A	0
CAMLG	0
C5orf24	0
TXNDC15	0
PCBD2	0
CATSPER3	0
PITX1	0
DCANP1	0
TIFAB	0
CXCL14	0
LECT2	0
TGFBI	0
SMAD5	0
SPOCK1	0
KLHL3	0
PKD2L2	0
FAM13B	0
BRD8	0
KIF20A	0
CDC23	0
GFRA3	0
CDC25C	0
FAM53C	0
KDM3B	0
REEP2	0
EGR1	0
ETF1	0
CTNNA1	0
LRRTM2	0
SIL1	0
MATR3	0
SLC23A1	0
MZB1	0
PROB1	0
SPATA24	0
DNAJC18	0
CXXC5	0
NRG2	0
PURA	0
IGIP	0
CYSTM1	0
PFDN1	0
HBEGF	0
ANKHD1	0
ANKHD1-EIF4EBP3	0
SRA1	0
EIF4EBP3	0
APBB3	0
SLC35A4	0
CD14	0
TMCO6	0
WDR55	0
DND1	0
HARS2	0
PCDHB2	0
PCDHB9	0
PCDHB15	0
PCDHGA1	0
PCDHGA5	0
PCDHGA6	0
PCDHGB6	0
PCDHGA10	0
PCDHGB7	0
PCDHGC3	0
DIAPH1	0
HDAC3	0
RELL2	0
FCHSD1	0
ARAP3	0
PCDH1	0
PCDH12	0
RNF14	0
GNPDA1	0
SPRY4	0
ARHGAP26	0
HMHB1	0
YIPF5	0
PRELID2	0
SH3RF2	0
PLAC8L1	0
RBM27	0
TCERG1	0
PPP2R2B	0
DPYSL3	0
JAKMIP2	0
SPINK1	0
SCGB3A2	0
SPINK5	0
FBXO38	0
ADRB2	0
ABLIM3	0
AFAP1L1	0
GRPEL2	0
PCYOX1L	0
IL17B	0
ARHGEF37	0
PPARGC1B	0
PDE6A	0
SLC26A2	0
TIGD6	0
HMGXB3	0
CSF1R	0
PDGFRB	0
SLC6A7	0
TCOF1	0
NDST1	0
SYNPO	0
MYOZ3	0
RBM22	0
DCTN4	0
SMIM3	0
IRGM	0
ZNF300	0
GPX3	0
TNIP1	0
CCDC69	0
GM2A	0
SLC36A1	0
SPARC	0
G3BP1	0
FAM114A2	0
MFAP3	0
GALNT10	0
SAP30L	0
LARP1	0
FAXDC2	0
CNOT8	0
GEMIN5	0
MRPL22	0
KIF4B	0
SGCD	0
TIMD4	0
HAVCR1	0
HAVCR2	0
MED7	0
ITK	0
CYFIP2	0
FNDC9	0
ADAM19	0
NIPAL4	0
SOX30	0
THG1L	0
LSM11	0
CLINT1	0
EBF1	0
UBLCP1	0
IL12B	0
TTC1	0
PWWP2A	0
CCNJL	0
C1QTNF2	0
ZBED8	0
SLU7	0
PTTG1	0
ATP10B	0
CCNG1	0
NUDCD2	0
HMMR	0
MAT2B	0
WWC1	0
PANK3	0
SLIT3	0
SPDL1	0
DOCK2	0
C5orf58	0
KCNMB1	0
RANBP17	0
FGF18	0
FBXW11	0
STK10	0
UBTD2	0
SH3PXD2B	0
NEURL1B	0
ERGIC1	0
RPL26L1	0
CREBRF	0
BNIP1	0
STC2	0
BOD1	0
CPEB4	0
SFXN1	0
HRH2	0
THOC3	0
FAM153B	0
SIMC1	0
KIAA1191	0
ARL10	0
NOP16	0
FAF2	0
RNF44	0
CDHR2	0
GPRIN1	0
TSPAN17	0
HK3	0
UIMC1	0
ZNF346	0
FGFR4	0
NSD1	0
RAB24	0
MXD3	0
RGS14	0
SLC34A1	0
F12	0
GRK6	0
PRR7	0
DBN1	0
PDLIM7	0
DOK3	0
DDX41	0
FAM193B	0
B4GALT7	0
FAM153A	0
N4BP3	0
RMND5B	0
HNRNPAB	0
PHYKPL	0
COL23A1	0
CLK4	0
ZNF354A	0
ZNF354B	0
ZFP2	0
ZNF454	0
ZNF879	0
ZNF354C	0
ADAMTS2	0
RUFY1	0
MAML1	0
LTC4S	0
MGAT4B	0
TBC1D9B	0
RNF130	0
MAPK9	0
GFPT2	0
CNOT6	0
SCGB3A1	0
FLT4	0
ZFP62	0
BTNL8	0
BTNL3	0
BTNL9	0
TRIM7	0
TRIM41	0
TRIM52	0
DUSP22	0
IRF4	0
EXOC2	0
HUS1B	0
FOXQ1	0
FOXC1	0
GMDS	0
MYLK4	0
WRNIP1	0
SERPINB9	0
SERPINB6	0
NQO2	0
RIPK1	0
BPHL	0
TUBB2A	0
TUBB2B	0
PSMG4	0
SLC22A23	0
PXDC1	0
FAM50B	0
ECI2	0
CDYL	0
RPP40	0
PPP1R3G	0
LYRM4	0
FARS2	0
NRN1	0
F13A1	0
LY86	0
RREB1	0
CAGE1	0
RIOK1	0
DSP	0
SNRNP48	0
BMP6	0
TXNDC5	0
BLOC1S5	0
EEF1E1	0
SLC35B3	0
TFAP2A	0
GCNT2	0
C6orf52	0
PAK1IP1	0
MAK	0
SYCP2L	0
ELOVL2	0
SMIM13	0
ERVFRD-1	0
NEDD9	0
TMEM170B	0
ADTRP	0
HIVEP1	0
EDN1	0
PHACTR1	0
TBC1D7	0
GFOD1	0
SIRT5	0
RANBP9	0
MCUR1	0
JARID2	0
DTNBP1	0
MYLIP	0
GMPR	0
ATXN1	0
STMND1	0
RBM24	0
CAP2	0
FAM8A1	0
NUP153	0
KIF13A	0
NHLRC1	0
TPMT	0
KDM1B	0
RNF144B	0
ID4	0
MBOAT1	0
E2F3	0
CDKAL1	0
SOX4	0
PRL	0
DCDC2	0
MRS2	0
GPLD1	0
ALDH5A1	0
TDP2	0
ACOT13	0
C6orf62	0
GMNN	0
SLC17A3	0
TRIM38	0
HFE	0
BTN2A2	0
BTN3A1	0
BTN3A3	0
BTN2A1	0
BTN1A1	0
HMGN4	0
ABT1	0
ZNF322	0
PRSS16	0
ZNF391	0
ZNF184	0
ZNF165	0
ZSCAN16	0
ZKSCAN8	0
ZSCAN9	0
ZKSCAN4	0
NKAPL	0
ZSCAN26	0
PGBD1	0
ZSCAN31	0
ZKSCAN3	0
ZSCAN12	0
ZSCAN23	0
TRIM27	0
ZNF311	0
UBD	0
GABBR1	0
ZFP57	0
HLA-G	0
ZNRD1	0
PPP1R11	0
TRIM31	0
TRIM26	0
TRIM39	0
RPP21	0
GNL1	0
PRR3	0
ABCF1	0
PPP1R10	0
MRPS18B	0
ATAT1	0
C6orf136	0
DHX16	0
NRM	0
MDC1	0
FLOT1	0
IER3	0
DDR1	0
GTF2H4	0
VARS2	0
SFTA2	0
HCG22	0
PSORS1C1	0
CCHCR1	0
TCF19	0
POU5F1	0
MICA	0
MICB	0
MCCD1	0
DDX39B	0
ATP6V1G2	0
NFKBIL1	0
LTA	0
TNF	0
NCR3	0
PRRC2A	0
BAG6	0
APOM	0
C6orf47	0
GPANK1	0
LY6G5B	0
LY6G5C	0
ABHD16A	0
LY6G6C	0
DDAH2	0
MSH5	0
VWA7	0
LSM2	0
HSPA1L	0
NEU1	0
SLC44A4	0
EHMT2	0
C2	0
CFB	0
NELFE	0
SKIV2L	0
DXO	0
STK19	0
TNXB	0
ATF6B	0
FKBPL	0
PRRT1	0
PPT2	0
EGFL8	0
AGPAT1	0
RNF5	0
AGER	0
PBX2	0
NOTCH4	0
HLA-DRB5	0
HLA-DQA2	0
HLA-DQB2	0
HLA-DOB	0
TAP2	0
HLA-DOA	0
COL11A2	0
RXRB	0
SLC39A7	0
HSD17B8	0
RING1	0
VPS52	0
B3GALT4	0
WDR46	0
PFDN6	0
RGL2	0
ZBTB22	0
DAXX	0
KIFC1	0
PHF1	0
SYNGAP1	0
ZBTB9	0
BAK1	0
ITPR3	0
UQCC2	0
LEMD2	0
GRM4	0
HMGA1	0
NUDT3	0
RPS10-NUDT3	0
PACSIN1	0
SPDEF	0
SNRPC	0
UHRF1BP1	0
TAF11	0
ANKS1A	0
SCUBE3	0
ZNF76	0
DEF6	0
PPARD	0
FANCE	0
TEAD3	0
ARMC12	0
CLPS	0
SRPK1	0
SLC26A8	0
MAPK14	0
MAPK13	0
BRPF3	0
PNPLA1	0
ETV7	0
PXT1	0
KCTD20	0
STK38	0
CDKN1A	0
RAB44	0
CPNE5	0
PPIL1	0
C6orf89	0
PI16	0
MTCH1	0
FGD2	0
TMEM217	0
TBC1D22B	0
RNF8	0
CMTR1	0
CCDC167	0
MDGA1	0
ZFAND3	0
BTBD9	0
GLO1	0
DNAH8	0
SAYSD1	0
KCNK5	0
KCNK17	0
DAAM2	0
MOCS1	0
UNC5CL	0
OARD1	0
NFYA	0
TREML1	0
TREM2	0
TREML2	0
TREML4	0
TREM1	0
FOXP4	0
MDFI	0
TFEB	0
FRS3	0
USP49	0
MED20	0
BYSL	0
TAF8	0
C6orf132	0
GUCA1B	0
MRPS10	0
TRERF1	0
UBR2	0
TBCC	0
RPL7L1	0
C6orf226	0
PTCRA	0
GNMT	0
PEX6	0
PPP2R5D	0
MEA1	0
KLHDC3	0
RRP36	0
CUL7	0
KLC4	0
MRPL2	0
PTK7	0
SRF	0
CUL9	0
DNPH1	0
TTBK1	0
SLC22A7	0
CRIP3	0
ZNF318	0
ABCC10	0
DLK2	0
TJAP1	0
POLR1C	0
YIPF3	0
XPO5	0
POLH	0
GTPBP2	0
MAD2L1BP	0
RSPH9	0
MRPS18A	0
VEGFA	0
MRPL14	0
TMEM63B	0
CAPN11	0
SLC29A1	0
SLC35B2	0
NFKBIE	0
AARS2	0
CDC5L	0
SUPT3H	0
RUNX2	0
CLIC5	0
ENPP4	0
ENPP5	0
RCAN2	0
SLC25A27	0
PLA2G7	0
ANKRD66	0
MEP1A	0
TNFRSF21	0
CD2AP	0
PTCHD4	0
CENPQ	0
C6orf141	0
IL17A	0
IL17F	0
MCM3	0
PAQR8	0
EFHC1	0
TRAM2	0
TMEM14A	0
GSTA2	0
GSTA1	0
GSTA4	0
FBXO9	0
ELOVL5	0
GCLC	0
KLHL31	0
LRRC1	0
MLIP	0
TINAG	0
COL21A1	0
DST	0
BEND6	0
KIAA1586	0
ZNF451	0
BAG2	0
RAB23	0
PRIM2	0
KHDRBS2	0
LGSN	0
PTP4A1	0
PHF3	0
EYS	0
LMBRD1	0
COL19A1	0
COL9A1	0
FAM135A	0
SMAP1	0
B3GAT2	0
OGFRL1	0
RIMS1	0
KCNQ5	0
KHDC1	0
OOEP	0
DDX43	0
MTO1	0
SLC17A5	0
CD109	0
COL12A1	0
TMEM30A	0
FILIP1	0
SENP6	0
MYO6	0
IRAK1BP1	0
LCA5	0
SH3BGRL2	0
ELOVL4	0
TTK	0
BCKDHB	0
IBTK	0
TPBG	0
UBE3D	0
PGM3	0
RWDD2A	0
ME1	0
PRSS35	0
CYB5R4	0
CEP162	0
NT5E	0
SNX14	0
SYNCRIP	0
CGA	0
ZNF292	0
GJB7	0
SMIM8	0
C6orf163	0
SLC35A1	0
RARS2	0
ORC3	0
AKIRIN2	0
CNR1	0
RNGTT	0
SRSF12	0
PM20D2	0
RRAGD	0
ANKRD6	0
LYRM2	0
MDN1	0
CASP8AP2	0
BACH2	0
MAP3K7	0
MANEA	0
UFL1	0
FHL5	0
GPR63	0
NDUFAF4	0
KLHL32	0
MMS22L	0
FBXL4	0
FAXC	0
COQ3	0
USP45	0
TSTD3	0
CCNC	0
ASCC3	0
HACE1	0
BVES	0
PREP	0
ATG5	0
RTN4IP1	0
QRSL1	0
CD24	0
BEND3	0
PDSS2	0
SOBP	0
SCML4	0
SEC63	0
OSTM1	0
FOXO3	0
ARMC2	0
SESN1	0
CEP57L1	0
PPIL6	0
SMPD2	0
MICAL1	0
ZBTB24	0
AK9	0
FIG4	0
WASF1	0
CDC40	0
METTL24	0
DDO	0
SLC22A16	0
CDK19	0
RPF2	0
SLC16A10	0
REV3L	0
TRAF3IP2	0
TUBE1	0
FAM229B	0
LAMA4	0
MARCKS	0
HDAC2	0
FRK	0
NT5DC1	0
TSPYL4	0
DSE	0
TSPYL1	0
RSPH4A	0
KPNA5	0
FAM162B	0
DCBLD1	0
GOPC	0
NUS1	0
SLC35F1	0
CEP85L	0
PLN	0
MCM9	0
ASF1A	0
FAM184A	0
MAN1A1	0
TBC1D32	0
GJA1	0
HSF2	0
SERINC1	0
PKIB	0
SMPDL3A	0
RNF217	0
TPD52L1	0
HDDC2	0
HEY2	0
NCOA7	0
HINT3	0
TRMT11	0
CENPW	0
RNF146	0
ECHDC1	0
SOGA3	0
KIAA0408	0
THEMIS	0
PTPRK	0
LAMA2	0
ARHGAP18	0
TMEM244	0
L3MBTL3	0
SAMD3	0
TMEM200A	0
SMLR1	0
EPB41L2	0
AKAP7	0
ARG1	0
MED23	0
ENPP3	0
ENPP1	0
MOXD1	0
STX7	0
VNN1	0
VNN3	0
VNN2	0
SLC18B1	0
EYA4	0
TCF21	0
TBPL1	0
SGK1	0
ALDH8A1	0
HBS1L	0
MYB	0
AHI1	0
PDE7B	0
MTFR2	0
MAP7	0
MAP3K5	0
PEX7	0
IL22RA2	0
PERP	0
HEBP2	0
NHSL1	0
CCDC28A	0
ECT2L	0
REPS1	0
HECA	0
TXLNB	0
VTA1	0
HIVEP2	0
AIG1	0
ADAT2	0
PEX3	0
FUCA2	0
PHACTR2	0
LTV1	0
PLAGL1	0
STX11	0
EPM2A	0
FBXO30	0
SHPRH	0
RAB32	0
ADGB	0
STXBP5	0
SASH1	0
UST	0
TAB2	0
SUMO4	0
ZC3H12D	0
PPIL4	0
GINM1	0
KATNA1	0
LATS1	0
NUP43	0
LRP11	0
ULBP2	0
ULBP1	0
ULBP3	0
PPP1R14C	0
IYD	0
PLEKHG1	0
MTHFD1L	0
AKAP12	0
ZBTB2	0
RMND1	0
CCDC170	0
ESR1	0
SYNE1	0
MYCT1	0
FBXO5	0
MTRF1L	0
RGS17	0
OPRM1	0
IPCEF1	0
CNKSR3	0
SCAF8	0
TIAM2	0
TFB1M	0
TMEM242	0
ZDHHC14	0
SNX9	0
SYNJ2	0
SERAC1	0
GTF2H5	0
TULP4	0
TMEM181	0
RSPH3	0
ACAT2	0
TCP1	0
PNLDC1	0
MAS1	0
IGF2R	0
SLC22A1	0
PLG	0
MAP3K4	0
AGPAT4	0
QKI	0
PDE10A	0
MPC1	0
RPS6KA2	0
FGFR1OP	0
CCR6	0
GPR31	0
SMOC2	0
WDR27	0
C6orf120	0
PHF10	0
TCTE3	0
ERMARD	0
DLL1	0
FAM120B	0
TBP	0
PDCD2	0
FAM20C	0
PDGFA	0
PRKAR1B	0
DNAAF5	0
SUN1	0
GET4	0
ADAP1	0
COX19	0
C7orf50	0
GPR146	0
GPER1	0
ZFAND2A	0
MICALL2	0
INTS1	0
MAFK	0
TMEM184A	0
PSMG3	0
ELFN1	0
MAD1L1	0
NUDT1	0
SNX8	0
EIF3B	0
LFNG	0
BRAT1	0
IQCE	0
TTYH3	0
AMZ1	0
GNA12	0
CARD11	0
SDK1	0
